"#","Url"
"64","https://www.cbsnews.com/news/madison-police-chief-unarmed-black-teen-shot-by-veteran-white-officer/"
"65","https://www.cbsnews.com/pictures/photos-of-the-week-nov-22-28-2014/"
"66","https://www.cbsnews.com/news/ezell-ford-shooting-split-decision-on-lapd-officers-in-deadly-shooting/"
"67","https://www.cbsnews.com/sanfrancisco/news/chp-questions-200-people-seizes-weapons-during-massive-oakland-sideshow-california-highway-patrol-port-of-oakland-stunts-cars-protesters-ferguson/"
"68","https://www.cbsnews.com/pictures/americans-vote-in-mid-term-elections/"
"69","https://www.cbsnews.com/losangeles/news/brentwood-parent-sues-lausd-after-teacher-allegedly-used-racially-charged-comments-in-class/"
"70","https://www.cbsnews.com/news/face-the-nation-transcripts-november-23-2014-brooks-mccaul-durbin/"
"71","https://www.cbsnews.com/latest/crime/3574/"
"72","https://www.cbsnews.com/newyork/news/the-top-14-news-stories-of-2014/"
"73","https://www.cbsnews.com/news/face-the-nation-transcripts-march-8-2015-netanyahu-mcconnell-gowdy/"
